Lp.,KWIT NR,DATA 1 WAŻENIA,DATA 2 WAŻENIA,POJAZD/ WAGON,KONTRAHENT,PRODUKT,POCHODZENIE,"WAŻENIE 1(BRUTTO)","WAŻENIE 2(TARA)",TYP WAŻENIA,NETTO
6011,11042/2017,2017-06-28 06:21:32,2017-06-28 06:27:56,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,62","6,44",PZ,0.18
6012,11046/2017,2017-06-28 06:31:26,2017-06-28 06:35:40,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,48","9,06",PZ,0.42
6013,11052/2017,2017-06-28 06:51:40,2017-06-28 07:06:46,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"35,84","16,8",PZ,19.04
6014,11054/2017,2017-06-28 06:53:33,2017-06-28 06:57:41,1011,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"4,22","3,72",PZ,0.5
6015,11055/2017,2017-06-28 06:54:10,2017-06-28 06:58:10,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,94","7,62",PZ,0.32
6016,11056/2017,2017-06-28 07:08:22,2017-06-28 07:15:21,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"26,8","14,04",PZ,12.76
6017,11060/2017,2017-06-28 07:19:00,2017-06-28 07:23:23,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,88","7,64",PZ,0.24
6018,11061/2017,2017-06-28 07:22:19,2017-06-28 07:29:27,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,7","8,72",PZ,0.98
6019,11063/2017,2017-06-28 08:23:59,2017-06-28 08:28:07,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"8,94","8,68",PZ,0.26
6020,11064/2017,2017-06-28 08:38:43,2017-06-28 09:00:08,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"38,14","15,76",PZ,22.38
6021,11065/2017,2017-06-28 08:50:31,2017-06-28 09:11:39,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"38,48","15,08",PZ,23.4
6022,11066/2017,2017-06-28 09:13:24,2017-06-28 09:17:45,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,58","7,02",PZ,0.56
6023,11067/2017,2017-06-28 09:14:54,2017-06-28 09:20:22,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,2","8,86",PZ,0.34
6024,11068/2017,2017-06-28 09:25:07,2017-06-28 09:32:09,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"29,68","14,02",PZ,15.66
6025,11069/2017,2017-06-28 09:29:23,2017-06-28 09:35:15,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"16,1","12,34",PZ,3.76
6026,11071/2017,2017-06-28 09:51:49,2017-06-28 10:00:42,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,66","7,08",PZ,0.58
6027,11072/2017,2017-06-28 10:11:01,2017-06-28 10:15:35,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"18,18","16,22",PZ,1.96
6028,11073/2017,2017-06-28 10:27:20,2017-06-28 10:31:56,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,8","7,1",PZ,0.7
6029,11074/2017,2017-06-28 10:45:32,2017-06-28 10:50:27,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,52","8,86",PZ,0.66
6030,11075/2017,2017-06-28 11:10:40,2017-06-28 11:15:35,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,12","15,76",PZ,8.36
6031,11076/2017,2017-06-28 11:26:17,2017-06-28 11:34:49,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"27,3",14,PZ,13.3
6032,11077/2017,2017-06-28 11:33:42,2017-06-28 11:41:11,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,34","16,26",PZ,9.08
6033,11079/2017,2017-06-28 11:53:47,2017-06-28 12:11:10,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,54","15,94",PZ,23.6
6034,11080/2017,2017-06-28 12:19:42,2017-06-28 12:27:50,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"21,46","12,5",PZ,8.96
6035,11081/2017,2017-06-28 12:34:32,2017-06-28 12:56:44,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"37,7","15,68",PZ,22.02
6036,11082/2017,2017-06-28 12:35:27,2017-06-28 12:41:52,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"20,44","12,16",PZ,8.28
6037,11084/2017,2017-06-28 12:54:05,2017-06-28 13:11:03,BI 4792J,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"36,46","16,76",PZ,19.7
6038,11085/2017,2017-06-28 13:00:57,2017-06-28 13:07:18,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"19,54","15,12",PZ,4.42
6039,11086/2017,2017-06-28 13:01:47,2017-06-28 13:12:43,1016,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"20,76","14,88",PZ,5.88
6040,11087/2017,2017-06-28 13:13:33,2017-06-28 13:19:14,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"21,68","16,72",PZ,4.96
6041,11088/2017,2017-06-28 13:14:59,2017-06-28 13:21:57,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"31,64","13,98",PZ,17.66
6042,11090/2017,2017-06-28 13:27:03,2017-06-28 13:33:12,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"28,36","15,78",PZ,12.58
6043,11091/2017,2017-06-28 13:29:43,2017-06-28 13:38:33,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,1","14,7",PZ,9.4
6044,11092/2017,2017-06-28 13:52:01,2017-06-28 13:58:41,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"22,48","15,8",PZ,6.68
6045,11094/2017,2017-06-28 13:59:48,2017-06-28 14:05:13,758,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"20,58","16,44",PZ,4.14
6046,11095/2017,2017-06-28 14:06:16,2017-06-28 14:16:32,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"22,7","14,5",PZ,8.2
6047,11097/2017,2017-06-28 14:14:08,2017-06-28 14:20:20,11,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"24,86","15,22",PZ,9.64
6048,11098/2017,2017-06-28 14:21:54,2017-06-28 14:27:23,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"23,88","13,8",PZ,10.08
6049,11100/2017,2017-06-28 14:59:58,2017-06-28 15:13:45,BI 8925S,MPO Sp. z o.o.,19 12 12,BIAŁYSTOK,"37,9","15,82",PZ,22.08
6050,11102/2017,2017-06-28 15:12:19,2017-06-28 15:18:47,910,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"22,66","17,6",PZ,5.06
6051,11103/2017,2017-06-28 15:15:48,2017-06-28 15:25:39,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"31,96","13,96",PZ,18
6052,11105/2017,2017-06-28 16:55:36,2017-06-28 17:15:20,BI 3768V,Zakład Gospodarowania Odpadami Sp. z o.o.,19 12 12,Łomża,"37,92",15,PZ,22.92
6053,11106/2017,2017-06-28 17:27:25,2017-06-28 17:35:37,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"19,06","14,48",PZ,4.58
6054,11107/2017,2017-06-28 18:25:16,2017-06-28 18:44:02,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,6","15,88",PZ,23.72
6055,11108/2017,2017-06-28 18:34:48,2017-06-28 18:42:48,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"28,52","15,1",PZ,13.42
6056,11122/2017,2017-06-29 06:09:46,2017-06-29 06:26:47,BI 4792J,MPO Sp. z o.o.,19 12 10,BIAŁYSTOK,"39,22","16,74",PZ,22.48
6057,11138/2017,2017-06-29 06:34:52,2017-06-29 06:40:03,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,82","6,4",PZ,0.42
6058,11142/2017,2017-06-29 07:02:38,2017-06-29 07:09:33,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"28,74","13,96",PZ,14.78
6059,11145/2017,2017-06-29 07:24:45,2017-06-29 07:32:32,01,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"9,22","8,72",PZ,0.5
6060,11147/2017,2017-06-29 07:53:47,2017-06-29 07:58:27,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,22","7,5",PZ,0.72
6061,11148/2017,2017-06-29 08:11:35,2017-06-29 08:16:24,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,44","15,36",PZ,10.08
6062,11149/2017,2017-06-29 08:17:29,2017-06-29 08:37:41,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"39,6","15,76",PZ,23.84
6063,11151/2017,2017-06-29 08:35:00,2017-06-29 08:39:45,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"25,8","15,7",PZ,10.1
6064,11152/2017,2017-06-29 08:55:49,2017-06-29 09:00:43,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,56","7,58",PZ,0.98
6065,11153/2017,2017-06-29 09:02:15,2017-06-29 09:09:19,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"30,78","13,94",PZ,16.84
6066,11154/2017,2017-06-29 09:10:17,2017-06-29 09:16:06,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"25,34","14,06",PZ,11.28
6067,11156/2017,2017-06-29 09:14:27,2017-06-29 09:20:54,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,52","15,04",PZ,11.48
6068,11158/2017,2017-06-29 09:45:42,2017-06-29 09:50:25,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"28,4","14,16",PZ,14.24
6069,11161/2017,2017-06-29 10:01:14,2017-06-29 10:07:33,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,38","15,28",PZ,11.1
6070,11162/2017,2017-06-29 10:03:24,2017-06-29 10:11:06,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"25,26","16,72",PZ,8.54
6071,11163/2017,2017-06-29 10:19:18,2017-06-29 10:25:30,979,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"4,12","3,64",PZ,0.48
6072,11164/2017,2017-06-29 10:38:03,2017-06-29 10:43:32,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,7","15,7",PZ,8
6073,11165/2017,2017-06-29 10:49:40,2017-06-29 11:06:06,BI 6247H,Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o,19 12 12,ZAMBRÓW,"37,88","16,3",PZ,21.58
6074,11166/2017,2017-06-29 10:55:29,2017-06-29 11:14:05,BI 3229W,Przedsiębiorstwo Gospodarki Odpadami w Suwałkach Sp. z o.o.,19 12 12,SUWAŁKI,"39,08","15,8",PZ,23.28
6075,11167/2017,2017-06-29 10:56:52,2017-06-29 11:04:01,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"26,1","18,24",PZ,7.86
6076,11168/2017,2017-06-29 11:02:26,2017-06-29 11:09:40,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"27,08","13,92",PZ,13.16
6077,11169/2017,2017-06-29 11:10:53,2017-06-29 11:16:59,1012,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"23,16",14,PZ,9.16
6078,11172/2017,2017-06-29 11:19:05,2017-06-29 11:25:15,077,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,82","15,58",PZ,8.24
6079,11173/2017,2017-06-29 11:24:36,2017-06-29 11:29:45,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"24,42","15,12",PZ,9.3
6080,11174/2017,2017-06-29 11:26:55,2017-06-29 11:32:45,277,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,44","15,82",PZ,7.62
6081,11175/2017,2017-06-29 11:33:35,2017-06-29 11:39:05,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,62","6,26",PZ,1.36
6082,11176/2017,2017-06-29 11:34:40,2017-06-29 11:39:45,03,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"21,3","14,02",PZ,7.28
6083,11177/2017,2017-06-29 11:40:34,2017-06-29 11:45:42,067,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"18,82","15,26",PZ,3.56
6084,11178/2017,2017-06-29 11:42:16,2017-06-29 11:46:11,04,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"19,06","14,06",PZ,5
6085,11179/2017,2017-06-29 11:52:43,2017-06-29 12:00:43,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"24,9","16,26",PZ,8.64
6086,11180/2017,2017-06-29 11:54:55,2017-06-29 12:03:36,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"23,48","14,62",PZ,8.86
6087,11181/2017,2017-06-29 11:57:33,2017-06-29 12:02:45,267,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"20,6","14,96",PZ,5.64
6088,11182/2017,2017-06-29 11:59:38,2017-06-29 12:22:29,BMN  08793,BIOM Sp. z o.o.,19 12 12,KOSZARÓWKA,"40,92","15,64",PZ,25.28
6089,11183/2017,2017-06-29 12:04:38,2017-06-29 12:13:17,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"25,26","15,72",PZ,9.54
6090,11184/2017,2017-06-29 12:06:47,2017-06-29 12:12:21,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"20,92","16,06",PZ,4.86
6091,11186/2017,2017-06-29 12:09:02,2017-06-29 12:17:27,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"19,26","12,24",PZ,7.02
6092,11187/2017,2017-06-29 12:10:34,2017-06-29 12:20:19,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"15,32","12,44",PZ,2.88
6093,11188/2017,2017-06-29 12:15:22,2017-06-29 12:21:06,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,18","7,06",PZ,1.12
6094,11189/2017,2017-06-29 12:33:25,2017-06-29 12:41:45,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"30,4","15,82",PZ,14.58
6095,11190/2017,2017-06-29 12:35:55,2017-06-29 12:42:50,907,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"27,28",15,PZ,12.28
6096,11191/2017,2017-06-29 12:47:51,2017-06-29 12:53:03,09,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 5,"14,26","12,32",PZ,1.94
6097,11192/2017,2017-06-29 12:50:12,2017-06-29 12:56:42,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,28",7,PZ,1.28
6098,11193/2017,2017-06-29 12:54:34,2017-06-29 13:03:53,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"23,8","14,58",PZ,9.22
6099,11194/2017,2017-06-29 12:55:26,2017-06-29 13:02:56,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"26,2","13,9",PZ,12.3
6100,11196/2017,2017-06-29 13:09:41,2017-06-29 13:25:27,1016,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"20,66","14,8",PZ,5.86
6101,11197/2017,2017-06-29 13:32:32,2017-06-29 13:38:36,577,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"22,22","16,74",PZ,5.48
6102,11198/2017,2017-06-29 13:57:25,2017-06-29 14:06:29,910,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"29,62","17,62",PZ,12
6103,11200/2017,2017-06-29 14:27:37,2017-06-29 14:33:31,1020,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"23,68","18,22",PZ,5.46
6104,11201/2017,2017-06-29 14:59:32,2017-06-29 15:06:13,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"26,88","13,88",PZ,13
6105,11202/2017,2017-06-29 15:05:09,2017-06-29 15:10:55,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"25,64","13,74",PZ,11.9
6106,11205/2017,2017-06-29 15:23:00,2017-06-29 15:47:39,007,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"27,2","15,16",PZ,12.04
6107,11204/2017,2017-06-29 15:38:42,2017-06-29 15:49:24,911,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"22,46","15,82",PZ,6.64
6108,11206/2017,2017-06-29 15:41:19,2017-06-29 15:57:40,908,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"18,4","14,48",PZ,3.92
6109,11238/2017,2017-06-30 06:40:06,2017-06-30 06:47:01,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"7,5","6,44",PZ,1.06
6110,11240/2017,2017-06-30 06:55:34,2017-06-30 06:59:51,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"8,24","7,72",PZ,0.52
6111,11242/2017,2017-06-30 07:27:26,2017-06-30 07:35:21,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,62","13,92",PZ,10.7
6112,11246/2017,2017-06-30 08:24:40,2017-06-30 08:29:27,777,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"7,94","6,98",PZ,0.96
6113,11247/2017,2017-06-30 08:42:39,2017-06-30 08:46:19,087,"Przedsiębiorstwo Usługowo-Asenizacyjne ""ASTWA"" Sp. z o.o.",20 03 01,ZABŁUDÓW,"22,16","16,14",PZ,6.02
6114,11248/2017,2017-06-30 09:11:43,2017-06-30 09:18:03,910,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"20,08","17,66",PZ,2.42
6115,11249/2017,2017-06-30 09:20:21,2017-06-30 09:27:22,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"24,32","13,9",PZ,10.42
6116,11250/2017,2017-06-30 09:24:16,2017-06-30 09:27:49,999,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"4,04","3,58",PZ,0.46
6117,11251/2017,2017-06-30 09:24:50,2017-06-30 09:30:32,720,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"9,1","7,58",PZ,1.52
6118,11256/2017,2017-06-30 10:35:39,2017-06-30 10:41:15,758,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"20,3","16,48",PZ,3.82
6119,11258/2017,2017-06-30 11:10:08,2017-06-30 11:18:51,227,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"20,4","14,62",PZ,5.78
6120,11259/2017,2017-06-30 11:31:05,2017-06-30 11:41:26,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"25,22","13,86",PZ,11.36
6121,11260/2017,2017-06-30 11:46:43,2017-06-30 11:52:59,237,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"26,56","15,76",PZ,10.8
6122,11261/2017,2017-06-30 11:53:48,2017-06-30 11:59:47,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,6","6,38",PZ,1.22
6123,11262/2017,2017-06-30 12:05:35,2017-06-30 12:11:43,909,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 1,"19,66","12,28",PZ,7.38
6124,11264/2017,2017-06-30 12:20:37,2017-06-30 12:25:31,905,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"7,1","6,52",PZ,0.58
6125,11265/2017,2017-06-30 12:24:07,2017-06-30 12:31:30,1026,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"26,28","16,2",PZ,10.08
6126,11266/2017,2017-06-30 12:36:54,2017-06-30 12:45:44,1012,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"27,54","13,96",PZ,13.58
6127,11267/2017,2017-06-30 12:54:27,2017-06-30 13:04:21,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"27,58","13,86",PZ,13.72
6128,11268/2017,2017-06-30 12:59:52,2017-06-30 13:07:33,1006,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"19,64","15,2",PZ,4.44
6129,11269/2017,2017-06-30 13:01:46,2017-06-30 13:08:46,920,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 3,"27,14","15,74",PZ,11.4
6130,11270/2017,2017-06-30 13:02:41,2017-06-30 13:14:20,1016,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,19,"14,86",PZ,4.14
6131,11271/2017,2017-06-30 13:05:22,2017-06-30 13:11:50,759,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 4,"4,72","3,7",PZ,1.02
6132,11272/2017,2017-06-30 13:18:59,2017-06-30 13:25:11,096,Miasto Białystok- Urząd Miejski w Białymstoku (gm. Czarna Białostocka),20 03 01,Czarna Białostocka,"19,36","12,54",PZ,6.82
6133,11273/2017,2017-06-30 13:31:40,2017-06-30 13:36:41,05,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 2,"23,94","13,82",PZ,10.12
6134,11274/2017,2017-06-30 15:15:27,2017-06-30 15:22:17,BI 3655W,"P.U.H.P. ""LECH"" Sp. z o.o. Zakład Utylizacji Odpadów Komunalnych w Hryniewiczach",19 12 12,JUCHNOWIEC KOŚCIELNY,"29,2","13,84",PZ,15.36
6135,11276/2017,2017-06-30 16:07:43,2017-06-30 16:18:40,247,Miasto Białystok- Urząd Miejski w Białymstoku,20 03 01,SEKTOR 6,"6,86","6,4",PZ,0.46
6136,11277/2017,2017-06-30 17:21:02,2017-06-30 17:26:22,758,MPO Sp. z o.o.,20 03 01,CHOROSZCZ,"20,9","16,42",PZ,4.48
